Text_Final;Organisation;Environnement;Communication;Technique
Tout d'abord je viens préciser que mon séjour dans votre établissement à eu lieu du 02/01/2017 au 11/01/2017 <LF>il y a dans votre questionnaire un problème dans la possibilité d'inscrire l'année 2017.<LF><LF>Le positif que je veux retenir de mon séjour chez vous est que dans l'humain ,il y a aussi le meilleur...Je regrette juste de ne l'avoir rencontré que très rarement dans le service ou j'ai séjourné . Le positif c'est d'avoir bénéficier d'un professionnalisme médicale qui ma très très bien pris en charge (équipe médicale)Je suis à présent hors de danger pour ma santé et ma vie donc je suis satisfaite.;0;0;1;1
repas qui ne sont pas appétissants et pas bons<LF>médecins toujours pressés et qui ne donnent pas beaucoup de réponses;0;1;1;0
La qualité de la prise en charge par le medecin et le temps qu'il m'a consacré. Les secrétaires du service sont à l'ecoute et bienveillantes ce qui rend l'accueil agréable.;0;0;1;0
bruit et circulation dans les couloirs.....;0;1;0;0
Amabilité du personnel soignant et d'accueil. Propreté des locaux.;0;1;1;0
L'attention aux difficultés rencontrées et la recherche de réponses appropriées . Proposition de réponses très concrètes et immédiates. Très grande bienveillance et écoute de l'unité.;0;0;1;1
seul bémol dans la chambre rien a dire elle sont très propre<LF>un bémol dans cette chambre sur la fenêtre la pastille rouge pour accès pompier sur le pan de mur le coffre fort et une armoire pour moi cette fenêtre devrais être libre pour ouverture en cas de feu <LF> a revoir la douche qui aurais besoin d'un rafraîchissement aucune étagère pour pose de linge  qui est donné avant le passage au bloc donc on pose les affaire soit sur le lavabo soit sur le couvercle des wc   ( a revoir  );0;1;0;0
la froideur du médecin;0;0;1;0
les repas manquant d'originalité, de goût, de choix;0;1;0;0
pqarfait;0;0;0;1
Changer de spécialiste;0;0;0;1
Les soins sont excellents, en consultation, et en hospitalisation de neuro-chirurgie.;0;0;0;1
attente avant la consultation -  manque de magazines lors de l'attente;1;0;0;0
il s'agisait d'un accident de travail. Donc nombreuses consultations (tous les deux mois);1;0;0;0
Seul bémol, l'attente a l'admission, il n'y avait qu'un seul guichet d'ouvert.;0;0;0;1
changement d'adresse, enregistré à l'accueil, n'a pas été communiqué au médecin et donc pas enregistré dans mon dossier,ce qui pose un problème de communication post-visite.;1;0;1;0
IL EST NECESSAIRE DE CONTINUER A PAYER DES IMPOTS POUR DISPOSER D'HOPITAUX COMME CELUI DE LA SALPËTRIERE AVEC UN PERSONNEL ET DES SPECIALISTES MOTIVES COMPETENTS FAISANT REFERENCE. MERCI CONTINUEZ;0;0;0;1
La consultation<SEP> la disponibilité et l'amabilité du médecin...;0;0;1;0
Convenable;0;1;0;0
Compétence et gentillesse;0;0;1;1
Grand professionnalisme du médecin. Accueil, information, qualité d'écoute, conseil, attention de la part du médecin.;0;0;1;1
opération bien réalisée;0;0;0;1
Pendant les hospitalisations la grande majorité des relations patients-aides  soignantes : catastrophiques, manques d'écoutes, demandes simples rarement  réalisées, pas d'empathie, jamais un sourire. Créant par là de l'angoisse, du stress pour moi et mes voisins de chambre. En conclusion je refuse des  hospitalisations à cause de cela.;0;0;1;0
espace réduit trop concentré dans les salles d'attente;0;1;0;0
Chirurgien très professionnel  personnel serviable a l écoute aimable prise en compte de la douleur repas convenable;0;0;1;1
Attente trop longue pour un rdv prévu à 13h30, passage seulement à 15h30 !!! Sans aucune explication...2 fois piquée pour le gaz du sang : personnel médical peu expérimenté pour ce genre d intervention très délicate. C est extrêmement douloureux pour le patient. Ce n est malheureusement pas la 1ere fois !!!;1;0;0;0
Qualité des sièges et acoustique du lieu d'attente susceptibles d'amélioration;0;1;0;0
Pour rentrer dans le parking amener mon fils au urgence ont ne voulais pas nous ouvrire apart me demander si mon fils était handicapé et qu'il peut marcher très honteux ce monsieur;0;1;0;0
personnel attentionné , très à l'écoute;0;0;1;0
il s'agissait d'une consultation et non d'un séjour, une consultation dans le cadre d'un suivi pour traitement au très long cours;0;0;1;0
L'accueil pourrait être plus agréable, le bâtiment et la décoration sont un peu <QT>vieillots<QT>;0;1;0;0
l'attente, durée et conditions, le peu de considération et de solutions quant aux effets secondaires du traitement;0;0;1;0
Le professionnalisme des personnels et leur compétence.;0;0;1;1
manque de personnel d'accueil: la meme et unique personne pour l'accueil, la prise de rendez-vous;0;0;1;0
Aucune remarque particulière;0;0;1;0
le médecin était accueillant et pédagogue;0;0;1;0
Ménage de la chambre <LF>Sortie sans trop d'explication;0;1;0;0
Explications très claires;0;0;1;0
Personnel compétent et impliqué<LF>Qualité des soins et du suivi;0;0;0;1
La gentillesse, l'efficacité et le professionnalisme des personnes à  l'accueil -;0;0;1;1
L'accueil souriant et l'écoute des infirmières;0;0;1;0
la gentillesse et les informations données par le médecin;0;0;1;0
je participe à  l'étude Insignt je n'ai pas été hospitalisée<LF>l'accueil de l'ensemble des intervenant est très bienveillant, <LF>parfait et attentionné;0;0;1;0
Le délai d'attente;1;0;0;0
La pédagogie et la compétence du professeur qui me suit.<LF>Par ailleurs, au mois d'octobre 2015 j'ai fait une chute sur la voie publique.Les pompiers sont intervenus rapidement et m'ont amené aux urgences où j'ai été pris en charge.A tous les niveaux, du brancardier au médecin, j'ai eu affaire à des gens sympathiques.;0;0;1;1
La stabilisation de mon état de santé;0;0;0;1
Les équipes de nuit sont formidables, à l'écoute et elles interviennent<LF>très rapidement si on a besoin d'elles.<LF>Les équipes au bloc sont elles aussi formidables, elles vous rassurent<LF>et vous détressent.<LF>Par contre, moins de bruit équipe de nuit on dort.;0;1;0;0
Hélas toujours des horaires de consultation pas respectés même en tout début de journée.;1;0;0;0
les explications du médecin qui se met à la porté du profane;0;0;1;0
plutôt rassurant;0;0;1;0
Aucun,l'équipe est formidable;0;0;0;1
L'amabilité et la disponibilité du médecin.;0;0;1;0
Saint Antoine est un vieil établissement, donc passons! Mais je trouve totalement inadmissible qu'on continue de construire hôpitaux avec des chambres doubles! C'est le moyen-à¢ge! On prive des personnes en situation de détresse de leur inimité, juste pour des questions purement financières!! Et au Val de Grace, nos politiques, ils sont en chambre double?;0;1;0;0
L'absence de secret médical dans les séances de chimio, l’exiguïté et l'ancienneté des locaux de chimio, la vétusté d'une partie de leurs sièges.;0;1;0;0
Le service des Maladies Infectieuses et Tropicales est bien plus compétent à répondre aux nombreuses interrogations et inquiétudes que le service de dépistage anonyme et gratuit de l’hôpital ou l'attente est importante et les médecins peu aimable. L'écoute, la patiente et la prise en charge des médecins du service des maladies infectieuses a été excellente.;1;0;1;1
Surtout l'accueil et aussi la gentillesse et la soliscitude du docteur.;0;0;1;0
La médecine française est performante;0;0;0;1
un traitement de pointe que j'ai reçu;0;0;0;1
indications douteuses et perturbantes pour circuler dans votre hospitale ... !!!;0;1;0;0
qui a donné le résultat escompté;0;0;0;1
les conditions d'hébergement au vu de mon état de santé : j'avais des diarrhées impérieuses et de fortes douleurs à l'abdomen, et j'étais extrêmement stressée, or je me suis retrouvée dans une chambre à 2 lits très exigue, avec des toilettes à se partager à 4 ! et d'un accès impossible pour une personne comme moi se déplaçant avec un pied à perfusion, ce qui m'obligeait à laisser la porte ouverte ! De plus ma voisine déjà présente lorsque je suis arrivée, mettait la télé non-stop de son réveil à son coucher, et n'a rien voulu entendre lorsque je lui ai demandé de mettre un casque. C'est moi qui devait mettre des boules quiès pour avoir un peu de calme. De plus quelques unes des infirmières de nuit (2 sur les 4 différentes) se sont montrées très désagréables, en répondant à mes questions comme si j'étais stupide.;0;1;1;0
L'écoute de la <QT>jeune<QT> relève médicale;0;0;0;1
La nouvelle procédure pour la préparation des patients avant la consultation avec les médecins est perfectible. Car elle conduit à faire attendre les patients, à moitié habillé, dans le couloir avant l’arrivée du médecin pour la consultation.;1;0;0;0
Délai pour RV;1;0;0;0
bonne écoute, gentillesse;0;0;1;0
Personnel compétent aimable et souriant. Bonne communication.;0;0;1;0
Un accueil très professionnel de médecin chargé de la consultation avec une très bonne écoute et approche de mon problème médical.;0;0;1;0
les qualités du médecin.;0;0;0;1
je suis handicapé à  80% et à  ce sujet la chambre était absolument inconfortable pour mon handicap,la chambre était très sale,certains endroits ne sont jamais nettoyés,certaines femmes de chambre ne m'ont pas trop aidé,je suis tombé dans ma chambre,mon voisin a sonné,j'ai attendu 10 minutes comme personne ne venait il a été se renseigner,tous étaient en train de prendre leur petit déjeuner;0;1;0;0
Prise en charge médicale;0;0;0;1
prise en charge de l'urgence de la pathologie découverte immédiate;0;0;0;1
Interne efficace pendant la consultation.;0;0;0;1
Personnel agréable autant médecin que accueil;0;0;1;0
Le dialogue était très difficile avec la neurologue car elle était d'origine étrangère (attention, je ne mets pas en cause son origine car moi même j ai une origine étrangère) mais j'attendais d'avoir des réponses à mes questions et elle n'a pas su me donner les bons termes médicaux....à part me dire ce n'est pas méchant!!!j'ai été déçu dans le choix du neurologue que l'on m'a attribué.;0;0;1;0
la maladie de mon épouse est incurable et que cela va s'aggraver;0;0;0;1
j'ai boko apprécie;0;0;0;1
Il s'agissait d'une visite de contrôle renouvelable tous les 6 mois. Lors de ma sortie, plus personne à l'accueil pour me fixer un nouveau RDV.Le lendemain toutes les lignes constamment occupées, j'ai dû prendre RdV par mail.;1;0;0;0
La chambre attribuée était <QT>hors d'âge<QT> et nécessite une profonde réfection. Il est à mon sens inadmissible que les salles d'eau ne soient pas adaptées aux patients non ambulants ou présentant un déficit moteur, surtout quand aucune disposition en ce sens n'est prise dans le service (une salle d'eau adaptée et équipée par étage). Accessibilité à améliorer grandement !;0;1;0;0
Très bien pour le plan au dos de la convocation, mais il manque de quel côté se trouve l'entrée du bà¢timent ou l'on doit se rendre surtout pour la première fois.;0;1;0;0
Un peu rapide;1;0;0;0
Non pas de négative quand j'ai passé au consultation. C'etais vraiment bien. <LF><LF>Dans la nuit de les urgences cetais plus difficile. J'ai attendu plus de trois heures puis j'étais si fatigue je ne pouvez plus rester debout. Il y avait plusieurs infirmières un peu brusque. Á un moment j'ai voulais partir pour revenir le lendemain. Ils mont pas laissé partir et la vraiment ca m'a perturbé. Ils m'ont mis dans une petite pièce et la heureusement un jeune infirmière qui faisait ses premiers soirs pour apprend comment faire Etais la. Il m'as parlé doucement dans ma langue de tôut et rien. Ca ma permit de reprendre mon courage et d'attendre avec plus de patience.;0;0;1;0
Rien de négatif....;0;0;0;1
Le personnel administratif n'est pas très aimable sans qu'on en sache la raison.<LF>Par exemple il est très déplaisant d'avoir à attendre plus d'une minute la fin d'une conversation privée (leur reraite)entre 2 personne chargées de l'accueil des patients, avant qe'une des deux daigne s'occuper de vous.... Ca fait très fonctionnaire que les administrés dérangent.;0;0;1;0
médecins désagréables parfois le médecin que j'ai vu la dernière fois a bien regardé mes résultats mais pas très sympa il me regardait à peine;0;0;1;0
Bon en général .;0;0;1;0
tout est satisfaisant;0;0;0;1
RIEN<SEP>;0;0;0;1
la cancerologue est un medecin de haut niveau, efficace, a l ecoute, net et precis tres humain et prenant ses patients à l'heure.<LF>Bravo sa sercretaire tres devouée.;0;0;1;1
La prise en charge complète et la communication entre les services.;0;0;1;0
insuffisance de communication avec le médecin;0;0;1;0
Trés professionnel !!;0;0;0;1
l'impression d’être un morceau de viande<LF>les prises de tension vers 3 heures du matin un comble quand on connait le cycle du sommeil.....les choses inutiles beaucoup hélas<LF>même si on est pas la pour les repas quand même c'est du foutage de g..............cette bouffe en plastique quelle horreur;0;1;0;0
